C1 BodySize,C1 WicksUp,C1 WicksDown,C1 CandleType,C2 BodySize,C2 WicksUp,C2 WicksDown,C2 CandleType,C3 BodySize,C3 WicksUp,C3 WicksDown,C3 CandleType,P0ICTION OUTPUT
0.238,0.15,0.292,0,0.14,0.84,0.097,1,0.28,0.32,0.018,0,1
0.14,0.84,0.097,1,0.28,0.32,0.018,0,0.269,0.4,0.031,1,1
0.28,0.32,0.018,0,0.269,0.4,0.031,1,0.107,0.281,0.403,1,1
0.269,0.4,0.031,1,0.107,0.281,0.403,1,0.052,0.18,0.711,1,1
0.107,0.281,0.403,1,0.052,0.18,0.711,1,0.377,0.439,0.124,1,1
0.052,0.18,0.711,1,0.377,0.439,0.124,1,0.31,0.289,0,1,1
0.377,0.439,0.124,1,0.31,0.289,0,1,0.159,0.44,0.547,1,0
0.31,0.289,0,1,0.159,0.44,0.547,1,0.483,0.117,0.327,0,0
0.159,0.44,0.547,1,0.483,0.117,0.327,0,0.4,0.219,0.091,0,1
0.483,0.117,0.327,0,0.4,0.219,0.091,0,0.588,0.199,0.653,1,0
0.4,0.219,0.091,0,0.588,0.199,0.653,1,0.511,0.21,0.026,0,0
0.588,0.199,0.653,1,0.511,0.21,0.026,0,0.13,0.201,0.19,0,0
0.511,0.21,0.026,0,0.13,0.201,0.19,0,0.417,0.221,0,0,1
0.13,0.201,0.19,0,0.417,0.221,0,0,0.323,0.31,0.168,1,0
0.417,0.221,0,0,0.323,0.31,0.168,1,0.372,0.128,0.431,0,1
0.323,0.31,0.168,1,0.372,0.128,0.431,0,0.272,0.018,0.218,1,1
0.372,0.128,0.431,0,0.272,0.018,0.218,1,0.306,0.484,0.101,1,0
0.272,0.018,0.218,1,0.306,0.484,0.101,1,0.041,0.159,0.4,0,1
0.306,0.484,0.101,1,0.041,0.159,0.4,0,0.333,0.178,0.1,1,0
0.041,0.159,0.4,0,0.333,0.178,0.1,1,0.362,0.441,0.06,0,1
0.333,0.178,0.1,1,0.362,0.441,0.06,0,0.192,0.267,0.09,1,0
0.362,0.441,0.06,0,0.192,0.267,0.09,1,0.17,0.131,0.159,0,0
0.192,0.267,0.09,1,0.17,0.131,0.159,0,0.313,0.027,0.098,0,0
0.17,0.131,0.159,0,0.313,0.027,0.098,0,0.208,0.113,0.23,0,0
0.313,0.027,0.098,0,0.208,0.113,0.23,0,0.25,0.21,0.151,0,0
0.208,0.113,0.23,0,0.25,0.21,0.151,0,0.021,0.326,0.42,0,1
0.25,0.21,0.151,0,0.021,0.326,0.42,0,0.241,0.12,0.03,1,1
0.021,0.326,0.42,0,0.241,0.12,0.03,1,0.431,0.067,0.103,1,0
0.241,0.12,0.03,1,0.431,0.067,0.103,1,0.03,0.278,0.05,0,1
0.431,0.067,0.103,1,0.03,0.278,0.05,0,0.199,0.157,0.031,1,0
0.03,0.278,0.05,0,0.199,0.157,0.031,1,0.049,0.3,0.191,0,1
0.199,0.157,0.031,1,0.049,0.3,0.191,0,0.52,0.067,0.154,1,0
0.049,0.3,0.191,0,0.52,0.067,0.154,1,0.239,0.123,0.101,0,0
0.52,0.067,0.154,1,0.239,0.123,0.101,0,0.093,0.187,0.187,0,1
0.239,0.123,0.101,0,0.093,0.187,0.187,0,0.596,0,0.001,1,1
0.093,0.187,0.187,0,0.596,0,0.001,1,0.261,0.142,0.23,1,1
0.596,0,0.001,1,0.261,0.142,0.23,1,1.132,0.181,0.068,1,1
0.261,0.142,0.23,1,1.132,0.181,0.068,1,0.077,0.2,0.362,1,1
1.132,0.181,0.068,1,0.077,0.2,0.362,1,0.107,0.27,0.1,1,0
0.077,0.2,0.362,1,0.107,0.27,0.1,1,0.2,0,0.227,0,1
0.107,0.27,0.1,1,0.2,0,0.227,0,0.541,0.06,0.229,1,1
0.2,0,0.227,0,0.541,0.06,0.229,1,0.7,0.431,0.05,1,1
0.541,0.06,0.229,1,0.7,0.431,0.05,1,0.721,0.18,0,1,1
0.7,0.431,0.05,1,0.721,0.18,0,1,0.093,0.068,0.089,1,0
0.721,0.18,0,1,0.093,0.068,0.089,1,0.86,0.247,0.061,0,1
0.093,0.068,0.089,1,0.86,0.247,0.061,0,0.469,0.141,0,1,1
0.86,0.247,0.061,0,0.469,0.141,0,1,0.201,0.096,0.03,1,1
0.469,0.141,0,1,0.201,0.096,0.03,1,1.09,0.031,0.09,1,1
0.201,0.096,0.03,1,1.09,0.031,0.09,1,0.212,0.091,0.23,1,0
1.09,0.031,0.09,1,0.212,0.091,0.23,1,0.96,0.007,0.031,0,1
0.212,0.091,0.23,1,0.96,0.007,0.031,0,0.628,0,0.03,1,0
0.96,0.007,0.031,0,0.628,0,0.03,1,0.088,0.169,0.12,0,0
0.628,0,0.03,1,0.088,0.169,0.12,0,0.821,0.059,0.21,0,0
0.088,0.169,0.12,0,0.821,0.059,0.21,0,0.22,0.111,0.402,0,1
0.821,0.059,0.21,0,0.22,0.111,0.402,0,0.149,0.301,0.081,1,0
0.22,0.111,0.402,0,0.149,0.301,0.081,1,1.17,0,0.002,0,1
0.149,0.301,0.081,1,1.17,0,0.002,0,0.229,0.137,0.021,1,1
1.17,0,0.002,0,0.229,0.137,0.021,1,0.58,0.147,0.041,1,1
0.229,0.137,0.021,1,0.58,0.147,0.041,1,0.22,0.04,0.03,1,1
0.58,0.147,0.041,1,0.22,0.04,0.03,1,0.691,0.02,0.07,1,0
0.22,0.04,0.03,1,0.691,0.02,0.07,1,0.249,0.071,0.271,0,1
0.691,0.02,0.07,1,0.249,0.071,0.271,0,0.25,0.321,0,1,1
0.249,0.071,0.271,0,0.25,0.321,0,1,0.17,0.151,0.09,1,1
0.25,0.321,0,1,0.17,0.151,0.09,1,0.049,0.301,0.004,1,0
0.17,0.151,0.09,1,0.049,0.301,0.004,1,0.501,0.05,0.163,0,1
0.049,0.301,0.004,1,0.501,0.05,0.163,0,0.391,0,0.269,1,1
0.501,0.05,0.163,0,0.391,0,0.269,1,0.289,0.021,0.42,1,0
0.391,0,0.269,1,0.289,0.021,0.42,1,0.87,0,0.05,0,1
0.289,0.021,0.42,1,0.87,0,0.05,0,0.181,0,0.003,1,0
0.87,0,0.05,0,0.181,0,0.003,1,0.28,0.1,0.021,0,1
0.181,0,0.003,1,0.28,0.1,0.021,0,0.09,0.041,0.01,1,0
0.28,0.1,0.021,0,0.09,0.041,0.01,1,0.276,0.001,0.03,0,1
0.09,0.041,0.01,1,0.276,0.001,0.03,0,0.007,0.081,0.14,1,1
0.276,0.001,0.03,0,0.007,0.081,0.14,1,0.069,0.091,0.063,1,1
0.007,0.081,0.14,1,0.069,0.091,0.063,1,0.057,0.042,0.141,1,0
0.069,0.091,0.063,1,0.057,0.042,0.141,1,0.198,0.052,0.06,0,1
0.057,0.042,0.141,1,0.198,0.052,0.06,0,0.003,0.12,0.057,1,1
0.198,0.052,0.06,0,0.003,0.12,0.057,1,0,0.15,0.089,1,0
0.003,0.12,0.057,1,0,0.15,0.089,1,0.18,0.27,0.04,0,1
0,0.15,0.089,1,0.18,0.27,0.04,0,0.769,0.021,0.281,1,0
0.18,0.27,0.04,0,0.769,0.021,0.281,1,0.301,0.02,0.08,0,1
0.769,0.021,0.281,1,0.301,0.02,0.08,0,0.43,0.189,0.201,1,0
0.301,0.02,0.08,0,0.43,0.189,0.201,1,0.11,0.001,0.23,0,0
0.43,0.189,0.201,1,0.11,0.001,0.23,0,0.21,0,0.101,0,1
0.11,0.001,0.23,0,0.21,0,0.101,0,0.221,0.099,0.08,1,1
0.21,0,0.101,0,0.221,0.099,0.08,1,0.409,0.027,0.023,1,1
0.221,0.099,0.08,1,0.409,0.027,0.023,1,1.117,0.203,0,1,1
0.409,0.027,0.023,1,1.117,0.203,0,1,0.06,0.116,0.113,1,0
1.117,0.203,0,1,0.06,0.116,0.113,1,0.042,0.12,0.368,0,0
0.06,0.116,0.113,1,0.042,0.12,0.368,0,0.05,0.009,0.261,0,0
0.042,0.12,0.368,0,0.05,0.009,0.261,0,0.049,0.161,0.001,0,1
0.05,0.009,0.261,0,0.049,0.161,0.001,0,0.51,0.991,0.02,1,1
0.049,0.161,0.001,0,0.51,0.991,0.02,1,0.083,0.03,0.418,1,0
0.51,0.991,0.02,1,0.083,0.03,0.418,1,0.59,0.01,0.11,0,0
0.083,0.03,0.418,1,0.59,0.01,0.11,0,0.201,0.15,0.11,0,0
0.59,0.01,0.11,0,0.201,0.15,0.11,0,0.39,0.03,0.111,0,0
0.201,0.15,0.11,0,0.39,0.03,0.111,0,0.19,0.111,0.52,0,0
0.39,0.03,0.111,0,0.19,0.111,0.52,0,0.46,0.16,0.089,0,1
0.19,0.111,0.52,0,0.46,0.16,0.089,0,0.719,0.181,0.021,1,1
0.46,0.16,0.089,0,0.719,0.181,0.021,1,1.41,0.179,0.311,1,1
0.719,0.181,0.021,1,1.41,0.179,0.311,1,0.49,0.37,0.463,1,0
1.41,0.179,0.311,1,0.49,0.37,0.463,1,0.11,0.217,0.28,0,0
0.49,0.37,0.463,1,0.11,0.217,0.28,0,0.117,0.379,0.044,0,0
0.11,0.217,0.28,0,0.117,0.379,0.044,0,0.219,0.091,0.411,0,0
0.117,0.379,0.044,0,0.219,0.091,0.411,0,0.209,0.161,0.301,0,0
0.219,0.091,0.411,0,0.209,0.161,0.301,0,0.221,0.269,0.28,0,1
0.209,0.161,0.301,0,0.221,0.269,0.28,0,0.45,0.01,0.241,1,0
0.221,0.269,0.28,0,0.45,0.01,0.241,1,0.1,0.44,0.07,0,0
0.45,0.01,0.241,1,0.1,0.44,0.07,0,0.179,0.121,0.25,0,1
0.1,0.44,0.07,0,0.179,0.121,0.25,0,0.24,0.141,0.22,1,1
0.179,0.121,0.25,0,0.24,0.141,0.22,1,0.44,0.751,0,1,1
0.24,0.141,0.22,1,0.44,0.751,0,1,0.11,0.31,0.132,1,1
0.44,0.751,0,1,0.11,0.31,0.132,1,0.39,0.31,0.021,1,1
0.11,0.31,0.132,1,0.39,0.31,0.021,1,0.531,0,0.032,1,1
0.39,0.31,0.021,1,0.531,0,0.032,1,0.541,0.24,0.06,1,0
0.531,0,0.032,1,0.541,0.24,0.06,1,0.64,0.28,0,0,0
0.541,0.24,0.06,1,0.64,0.28,0,0,0.981,0.03,0.02,0,0
0.64,0.28,0,0,0.981,0.03,0.02,0,0.199,0.041,0.521,0,0
0.981,0.03,0.02,0,0.199,0.041,0.521,0,0.077,0.144,0.043,0,0
0.199,0.041,0.521,0,0.077,0.144,0.043,0,0.519,0.041,0.213,0,1
0.077,0.144,0.043,0,0.519,0.041,0.213,0,0.001,0.12,0.33,1,1
0.519,0.041,0.213,0,0.001,0.12,0.33,1,0.068,0.192,0.17,1,1
0.001,0.12,0.33,1,0.068,0.192,0.17,1,0.55,0.041,0.03,1,0
0.068,0.192,0.17,1,0.55,0.041,0.03,1,0.747,0,0.104,0,0
0.55,0.041,0.03,1,0.747,0,0.104,0,0.49,0.131,0.27,0,0
0.747,0,0.104,0,0.49,0.131,0.27,0,0.71,0.001,0.003,0,0
0.49,0.131,0.27,0,0.71,0.001,0.003,0,0.354,0.13,1.877,0,0
0.71,0.001,0.003,0,0.354,0.13,1.877,0,0.679,0.04,0.031,0,0
0.354,0.13,1.877,0,0.679,0.04,0.031,0,0.001,0.15,0.3,0,0
0.679,0.04,0.031,0,0.001,0.15,0.3,0,0.83,0.119,0.251,0,1
0.001,0.15,0.3,0,0.83,0.119,0.251,0,0.611,0.197,0,1,0
0.83,0.119,0.251,0,0.611,0.197,0,1,0.18,0.02,0.33,0,0
0.611,0.197,0,1,0.18,0.02,0.33,0,0.22,0.029,0.094,0,1
0.18,0.02,0.33,0,0.22,0.029,0.094,0,0.481,0.09,0.22,1,0
0.22,0.029,0.094,0,0.481,0.09,0.22,1,1.609,0.031,0.82,0,1
0.481,0.09,0.22,1,1.609,0.031,0.82,0,0.371,0.15,0.68,1,1
1.609,0.031,0.82,0,0.371,0.15,0.68,1,0.069,0.37,0.021,1,1
0.371,0.15,0.68,1,0.069,0.37,0.021,1,0.01,0.121,0.22,1,0
0.069,0.37,0.021,1,0.01,0.121,0.22,1,0.1,0.11,0.041,0,1
0.01,0.121,0.22,1,0.1,0.11,0.041,0,1.121,0,0,1,1
0.1,0.11,0.041,0,1.121,0,0,1,0.44,0.311,0.06,1,0
1.121,0,0,1,0.44,0.311,0.06,1,0.13,0.097,0.211,0,0
0.44,0.311,0.06,1,0.13,0.097,0.211,0,0.471,0,0.399,0,0
0.13,0.097,0.211,0,0.471,0,0.399,0,0.3,0.001,0.11,0,0
0.471,0,0.399,0,0.3,0.001,0.11,0,0.111,0.11,0.009,0,1
0.3,0.001,0.11,0,0.111,0.11,0.009,0,0.469,0.07,0.121,1,0
0.111,0.11,0.009,0,0.469,0.07,0.121,1,1.169,0.021,0.31,0,0
0.469,0.07,0.121,1,1.169,0.021,0.31,0,0.669,0.011,0.041,0,0
1.169,0.021,0.31,0,0.669,0.011,0.041,0,0.71,0,0.51,0,1
0.669,0.011,0.041,0,0.71,0,0.51,0,0.069,0.13,0.36,1,0
0.71,0,0.51,0,0.069,0.13,0.36,1,1.032,0.249,0.211,0,1
0.069,0.13,0.36,1,1.032,0.249,0.211,0,0.962,0.289,0,1,1
1.032,0.249,0.211,0,0.962,0.289,0,1,0.1,0.241,0.02,1,0
0.962,0.289,0,1,0.1,0.241,0.02,1,0.191,0.07,0.19,0,1
0.1,0.241,0.02,1,0.191,0.07,0.19,0,0.15,0.079,0.511,1,1
0.191,0.07,0.19,0,0.15,0.079,0.511,1,0.44,0.129,0.051,1,0
0.15,0.079,0.511,1,0.44,0.129,0.051,1,0.71,0,0.111,0,0
0.44,0.129,0.051,1,0.71,0,0.111,0,0.859,0.017,0.401,0,1
0.71,0,0.111,0,0.859,0.017,0.401,0,0.589,0.05,0.053,1,0
0.859,0.017,0.401,0,0.589,0.05,0.053,1,0.149,0.17,0.151,0,0
0.589,0.05,0.053,1,0.149,0.17,0.151,0,0.111,0.519,0.06,0,0
0.149,0.17,0.151,0,0.111,0.519,0.06,0,1,0,0.301,0,1
0.111,0.519,0.06,0,1,0,0.301,0,0.21,0.408,0.169,1,1
1,0,0.301,0,0.21,0.408,0.169,1,0.321,0.159,0.39,1,1
0.21,0.408,0.169,1,0.321,0.159,0.39,1,0.21,0.29,0.34,1,0
0.321,0.159,0.39,1,0.21,0.29,0.34,1,0.121,0.189,0.22,0,1
0.21,0.29,0.34,1,0.121,0.189,0.22,0,0.478,0.172,0,1,1
0.121,0.189,0.22,0,0.478,0.172,0,1,0.083,0.237,0.028,1,1
0.478,0.172,0,1,0.083,0.237,0.028,1,0.101,0.53,0.1,1,0
0.083,0.237,0.028,1,0.101,0.53,0.1,1,0.192,0.021,0.208,0,0
0.101,0.53,0.1,1,0.192,0.021,0.208,0,0.299,0.091,0.121,0,1
0.192,0.021,0.208,0,0.299,0.091,0.121,0,0.19,0.131,0.01,1,1
0.299,0.091,0.121,0,0.19,0.131,0.01,1,0,0.02,0.581,1,0
0.19,0.131,0.01,1,0,0.02,0.581,1,1.5,0.111,0.423,0,0
0,0.02,0.581,1,1.5,0.111,0.423,0,0.35,0.071,0.29,0,1
1.5,0.111,0.423,0,0.35,0.071,0.29,0,0.632,0.021,0,1,0
0.35,0.071,0.29,0,0.632,0.021,0,1,0.611,0.126,0.4,0,1
0.632,0.021,0,1,0.611,0.126,0.4,0,0.31,0.224,0.12,1,1
0.611,0.126,0.4,0,0.31,0.224,0.12,1,0.207,0.32,0.104,1,0
0.31,0.224,0.12,1,0.207,0.32,0.104,1,0.201,0.259,0.103,0,1
0.207,0.32,0.104,1,0.201,0.259,0.103,0,0.421,0.04,0.189,1,1
0.201,0.259,0.103,0,0.421,0.04,0.189,1,0.333,0.306,0.018,1,1
0.421,0.04,0.189,1,0.333,0.306,0.018,1,0.367,0.331,0.019,1,0
0.333,0.306,0.018,1,0.367,0.331,0.019,1,0.787,0.061,0.06,0,1
0.367,0.331,0.019,1,0.787,0.061,0.06,0,0.058,0.102,0.379,1,1
0.787,0.061,0.06,0,0.058,0.102,0.379,1,0.19,0.019,0.301,1,0
0.058,0.102,0.379,1,0.19,0.019,0.301,1,0.108,0.34,0.112,0,1
0.19,0.019,0.301,1,0.108,0.34,0.112,0,0.393,0.197,0.051,1,1
0.108,0.34,0.112,0,0.393,0.197,0.051,1,0.61,0.117,0.21,1,1
0.393,0.197,0.051,1,0.61,0.117,0.21,1,0.263,0.09,0.148,1,0
0.61,0.117,0.21,1,0.263,0.09,0.148,1,0.182,0.011,0.208,0,1
0.263,0.09,0.148,1,0.182,0.011,0.208,0,0.162,0.051,0.108,1,1
0.182,0.011,0.208,0,0.162,0.051,0.108,1,0.73,0.011,0.062,1,0
0.162,0.051,0.108,1,0.73,0.011,0.062,1,0.789,0.021,0.091,0,0
0.73,0.011,0.062,1,0.789,0.021,0.091,0,0.308,0.023,0.003,0,1
0.789,0.021,0.091,0,0.308,0.023,0.003,0,0.389,0.201,0.101,1,1
0.308,0.023,0.003,0,0.389,0.201,0.101,1,0.507,0.009,0.181,1,0
0.389,0.201,0.101,1,0.507,0.009,0.181,1,0.321,0.053,0.01,0,0
0.507,0.009,0.181,1,0.321,0.053,0.01,0,0.367,0,0.41,0,0
0.321,0.053,0.01,0,0.367,0,0.41,0,0.501,0.209,0.27,0,1
0.367,0,0.41,0,0.501,0.209,0.27,0,0.44,0.498,0.02,1,1
0.501,0.209,0.27,0,0.44,0.498,0.02,1,0.166,0.081,0.501,1,0
0.44,0.498,0.02,1,0.166,0.081,0.501,1,0.21,0.17,0.1,0,1
0.166,0.081,0.501,1,0.21,0.17,0.1,0,0.281,0.01,0.293,1,1
0.21,0.17,0.1,0,0.281,0.01,0.293,1,0.09,0.018,0.312,1,0
0.281,0.01,0.293,1,0.09,0.018,0.312,1,0.301,0,0,0,0
0.09,0.018,0.312,1,0.301,0,0,0,0.184,0.12,0.12,0,1
0.301,0,0,0,0.184,0.12,0.12,0,0.321,0.1,0,1,1
0.184,0.12,0.12,0,0.321,0.1,0,1,0.372,0.038,0,1,0
0.321,0.1,0,1,0.372,0.038,0,1,0.204,0.017,0.299,0,1
0.372,0.038,0,1,0.204,0.017,0.299,0,0.01,0.111,0.107,1,1
0.204,0.017,0.299,0,0.01,0.111,0.107,1,0.031,0.416,0.1,1,1
0.01,0.111,0.107,1,0.031,0.416,0.1,1,0.338,0.22,0.009,1,1
0.031,0.416,0.1,1,0.338,0.22,0.009,1,0.322,0.168,0.131,1,0
0.338,0.22,0.009,1,0.322,0.168,0.131,1,0.48,0.099,0.204,0,0
0.322,0.168,0.131,1,0.48,0.099,0.204,0,0.009,0.364,0.118,0,1
0.48,0.099,0.204,0,0.009,0.364,0.118,0,0.687,0.323,0.09,1,1
0.009,0.364,0.118,0,0.687,0.323,0.09,1,1.838,0.312,0.04,1,1
0.687,0.323,0.09,1,1.838,0.312,0.04,1,0.1,0.021,0.749,1,1
1.838,0.312,0.04,1,0.1,0.021,0.749,1,0.003,0.417,0.118,1,0
0.1,0.021,0.749,1,0.003,0.417,0.118,1,0.507,0.013,0.12,0,1
0.003,0.417,0.118,1,0.507,0.013,0.12,0,0.39,0.047,0.103,1,0
0.507,0.013,0.12,0,0.39,0.047,0.103,1,0.188,0.003,0.21,0,1
0.39,0.047,0.103,1,0.188,0.003,0.21,0,0.138,0.26,0,1,0
0.188,0.003,0.21,0,0.138,0.26,0,1,0.148,0.393,0.042,0,0
0.138,0.26,0,1,0.148,0.393,0.042,0,0.04,0.54,0.091,0,0
0.148,0.393,0.042,0,0.04,0.54,0.091,0,0.403,0.121,0.236,0,0
0.04,0.54,0.091,0,0.403,0.121,0.236,0,0.387,0,0.22,0,0
0.403,0.121,0.236,0,0.387,0,0.22,0,0.009,0.2,0.201,0,0
0.387,0,0.22,0,0.009,0.2,0.201,0,0.221,0,0.36,0,1
0.009,0.2,0.201,0,0.221,0,0.36,0,0.129,0.111,0.221,1,1
0.221,0,0.36,0,0.129,0.111,0.221,1,0.097,0.03,0.124,1,1
0.129,0.111,0.221,1,0.097,0.03,0.124,1,0.274,0.3,0,1,1
0.097,0.03,0.124,1,0.274,0.3,0,1,0.271,0.426,0.01,1,0
0.274,0.3,0,1,0.271,0.426,0.01,1,0.75,0.051,0.12,0,0
0.271,0.426,0.01,1,0.75,0.051,0.12,0,0.609,0.017,0.194,0,0
0.75,0.051,0.12,0,0.609,0.017,0.194,0,0.369,0.46,0.584,0,0
0.609,0.017,0.194,0,0.369,0.46,0.584,0,0.1,0.211,1,0,1
0.369,0.46,0.584,0,0.1,0.211,1,0,0.309,0.111,0.231,1,1
0.1,0.211,1,0,0.309,0.111,0.231,1,0.006,0.094,0.424,1,0
0.309,0.111,0.231,1,0.006,0.094,0.424,1,0.64,0.009,0.081,0,0
0.006,0.094,0.424,1,0.64,0.009,0.081,0,0.2,0.03,0.1,0,0
0.64,0.009,0.081,0,0.2,0.03,0.1,0,0.54,0.019,0.413,0,1
0.2,0.03,0.1,0,0.54,0.019,0.413,0,0.281,0.5,0.01,1,1
0.54,0.019,0.413,0,0.281,0.5,0.01,1,0.001,0.23,0.422,1,1
0.281,0.5,0.01,1,0.001,0.23,0.422,1,0.581,0,0.117,1,0
0.001,0.23,0.422,1,0.581,0,0.117,1,0.084,0.216,0.199,0,0
0.581,0,0.117,1,0.084,0.216,0.199,0,0.306,0.1,0.324,0,0
0.084,0.216,0.199,0,0.306,0.1,0.324,0,0.09,0.001,0.65,0,0
0.306,0.1,0.324,0,0.09,0.001,0.65,0,0.1,0.21,0.491,0,0
0.09,0.001,0.65,0,0.1,0.21,0.491,0,0.063,0.341,0.027,0,0
0.1,0.21,0.491,0,0.063,0.341,0.027,0,0.554,0.639,0.339,0,1
0.063,0.341,0.027,0,0.554,0.639,0.339,0,0.381,0.31,0,1,1
0.554,0.639,0.339,0,0.381,0.31,0,1,0.71,0.202,0.09,1,1
0.381,0.31,0,1,0.71,0.202,0.09,1,0.122,0.391,0.101,1,1
0.71,0.202,0.09,1,0.122,0.391,0.101,1,0.407,0.049,0.011,1,0
0.122,0.391,0.101,1,0.407,0.049,0.011,1,0.017,0.433,0.301,0,0
0.407,0.049,0.011,1,0.017,0.433,0.301,0,0.713,0.071,0.107,0,0
0.017,0.433,0.301,0,0.713,0.071,0.107,0,0.582,0.09,0.1,0,0
0.713,0.071,0.107,0,0.582,0.09,0.1,0,0.541,0.2,0.137,0,1
0.582,0.09,0.1,0,0.541,0.2,0.137,0,0.59,0.019,0.621,1,1
0.541,0.2,0.137,0,0.59,0.019,0.621,1,0.619,0.023,0.108,1,0
0.59,0.019,0.621,1,0.619,0.023,0.108,1,0.087,0.189,0.604,0,1
0.619,0.023,0.108,1,0.087,0.189,0.604,0,0.323,0.151,0.157,1,0
0.087,0.189,0.604,0,0.323,0.151,0.157,1,0.259,0.121,0.13,0,1
0.323,0.151,0.157,1,0.259,0.121,0.13,0,0.68,0.124,0.407,1,0
0.259,0.121,0.13,0,0.68,0.124,0.407,1,0.007,0.11,0.68,0,1
0.68,0.124,0.407,1,0.007,0.11,0.68,0,0.129,0.727,0.133,1,0
0.007,0.11,0.68,0,0.129,0.727,0.133,1,1.232,0.181,0,0,1
0.129,0.727,0.133,1,1.232,0.181,0,0,0.333,0.327,0.139,1,1
1.232,0.181,0,0,0.333,0.327,0.139,1,0.268,0.192,0.2,1,0
0.333,0.327,0.139,1,0.268,0.192,0.2,1,0.781,0.567,0.483,0,1
0.268,0.192,0.2,1,0.781,0.567,0.483,0,0.389,0.138,0.104,1,1
0.781,0.567,0.483,0,0.389,0.138,0.104,1,0.247,0.103,0.681,1,1
0.389,0.138,0.104,1,0.247,0.103,0.681,1,0.373,0.647,0.111,1,1
0.247,0.103,0.681,1,0.373,0.647,0.111,1,0.049,0.22,0.111,1,1
0.373,0.647,0.111,1,0.049,0.22,0.111,1,0.341,0.53,0.01,1,0
0.049,0.22,0.111,1,0.341,0.53,0.01,1,0.69,0.01,0.02,0,1
0.341,0.53,0.01,1,0.69,0.01,0.02,0,0.47,0.1,0.311,1,0
0.69,0.01,0.02,0,0.47,0.1,0.311,1,0.71,0.211,0,0,1
0.47,0.1,0.311,1,0.71,0.211,0,0,0.259,0.288,0.1,1,1
0.71,0.211,0,0,0.259,0.288,0.1,1,0.276,0.011,0.121,1,1
0.259,0.288,0.1,1,0.276,0.011,0.121,1,0.103,0.198,0.12,1,0
0.276,0.011,0.121,1,0.103,0.198,0.12,1,0.57,0.08,0.129,0,0
0.103,0.198,0.12,1,0.57,0.08,0.129,0,0.276,0.281,0,0,1
0.57,0.08,0.129,0,0.276,0.281,0,0,0.29,0.63,0.12,1,0
0.276,0.281,0,0,0.29,0.63,0.12,1,0.169,0.1,0.231,0,1
0.29,0.63,0.12,1,0.169,0.1,0.231,0,0.28,0.011,0.06,1,0
0.169,0.1,0.231,0,0.28,0.011,0.06,1,0.24,0.16,0.046,0,0
0.28,0.011,0.06,1,0.24,0.16,0.046,0,1.297,0,0.001,0,0
0.24,0.16,0.046,0,1.297,0,0.001,0,1.561,0.293,1.36,0,1
1.297,0,0.001,0,1.561,0.293,1.36,0,0.19,0.11,0.719,1,1
1.561,0.293,1.36,0,0.19,0.11,0.719,1,0.2,0.077,0.473,1,0
0.19,0.11,0.719,1,0.2,0.077,0.473,1,0.106,0.011,0.411,0,1
0.2,0.077,0.473,1,0.106,0.011,0.411,0,0.694,0.25,0.639,1,1
0.106,0.011,0.411,0,0.694,0.25,0.639,1,0.362,0.118,0.428,1,1
0.694,0.25,0.639,1,0.362,0.118,0.428,1,0.009,0.531,0.091,1,1
0.362,0.118,0.428,1,0.009,0.531,0.091,1,0.417,0.114,0,1,1
0.009,0.531,0.091,1,0.417,0.114,0,1,0.67,0.291,0.059,1,0
0.417,0.114,0,1,0.67,0.291,0.059,1,0.051,0.3,0.082,0,1
0.67,0.291,0.059,1,0.051,0.3,0.082,0,0.239,0.061,0.124,1,0
0.051,0.3,0.082,0,0.239,0.061,0.124,1,0.142,0.19,0.178,0,0
0.239,0.061,0.124,1,0.142,0.19,0.178,0,0.391,0,0.099,0,1
0.142,0.19,0.178,0,0.391,0,0.099,0,0,0.31,0.037,1,1
0.391,0,0.099,0,0,0.31,0.037,1,0.263,0.007,0.099,1,1
0,0.31,0.037,1,0.263,0.007,0.099,1,0.2,0.1,0.15,1,1
0.263,0.007,0.099,1,0.2,0.1,0.15,1,0.623,0.199,0.24,1,1
0.2,0.1,0.15,1,0.623,0.199,0.24,1,0.427,0.064,0.46,1,1
0.623,0.199,0.24,1,0.427,0.064,0.46,1,0.64,0.161,0,1,1
0.427,0.064,0.46,1,0.64,0.161,0,1,0.761,0.182,0,1,1
0.64,0.161,0,1,0.761,0.182,0,1,0.372,0.071,0.038,1,1
0.761,0.182,0,1,0.372,0.071,0.038,1,0.04,0.12,0.1,1,1
0.372,0.071,0.038,1,0.04,0.12,0.1,1,0.737,0.153,0.85,1,1
0.04,0.12,0.1,1,0.737,0.153,0.85,1,1.007,0.194,0.16,1,1
0.737,0.153,0.85,1,1.007,0.194,0.16,1,0.13,0.404,0.006,1,0
1.007,0.194,0.16,1,0.13,0.404,0.006,1,0.289,0.013,0.371,0,1
0.13,0.404,0.006,1,0.289,0.013,0.371,0,0.411,0.19,0.2,1,0
0.289,0.013,0.371,0,0.411,0.19,0.2,1,0.31,0.33,0.03,0,0
0.411,0.19,0.2,1,0.31,0.33,0.03,0,0.503,0.129,0.29,0,0
0.31,0.33,0.03,0,0.503,0.129,0.29,0,1.51,0.028,0.27,0,1
0.503,0.129,0.29,0,1.51,0.028,0.27,0,0.33,0.08,0.1,1,0
1.51,0.028,0.27,0,0.33,0.08,0.1,1,0.31,0.138,0.45,0,0
