C1 BodySize,C1 WicksUp,C1 WicksDown,C1 CandleType,C2 BodySize,C2 WicksUp,C2 WicksDown,C2 CandleType,C3 BodySize,C3 WicksUp,C3 WicksDown,C3 CandleType,P0ICTION OUTPUT
0.888,0.103,0.013,1,0.499,0.008,0.101,0,0.098,0,0.3,1,1
0.499,0.008,0.101,0,0.098,0,0.3,1,0.283,0.149,0.298,1,1
0.098,0,0.3,1,0.283,0.149,0.298,1,0.33,0.211,0.19,1,1
0.283,0.149,0.298,1,0.33,0.211,0.19,1,0.47,0.541,0.012,1,0
0.33,0.211,0.19,1,0.47,0.541,0.012,1,0.053,0.13,0.306,0,0
0.47,0.541,0.012,1,0.053,0.13,0.306,0,0.237,0.35,0.28,0,1
0.053,0.13,0.306,0,0.237,0.35,0.28,0,0.11,0.031,0.3,1,0
0.237,0.35,0.28,0,0.11,0.031,0.3,1,0.521,0.079,0.22,0,0
0.11,0.031,0.3,1,0.521,0.079,0.22,0,0.328,0.193,0,0,0
0.521,0.079,0.22,0,0.328,0.193,0,0,0.369,0.001,0.011,0,0
0.328,0.193,0,0,0.369,0.001,0.011,0,0.037,0.004,0.36,0,1
0.369,0.001,0.011,0,0.037,0.004,0.36,0,0.031,0.43,0.183,1,0
0.037,0.004,0.36,0,0.031,0.43,0.183,1,0.481,0.11,0.089,0,1
0.031,0.43,0.183,1,0.481,0.11,0.089,0,0.318,0.112,0.59,1,1
0.481,0.11,0.089,0,0.318,0.112,0.59,1,0.282,0.22,0.101,1,0
0.318,0.112,0.59,1,0.282,0.22,0.101,1,1.02,0.081,0,0,1
0.282,0.22,0.101,1,1.02,0.081,0,0,0.39,0.01,0.41,1,0
1.02,0.081,0,0,0.39,0.01,0.41,1,0.05,0.1,0.201,0,1
0.39,0.01,0.41,1,0.05,0.1,0.201,0,0.201,0.099,0,1,0
0.05,0.1,0.201,0,0.201,0.099,0,1,0.121,0.43,0.013,0,0
0.201,0.099,0,1,0.121,0.43,0.013,0,0.14,0.429,0.001,0,1
0.121,0.43,0.013,0,0.14,0.429,0.001,0,0.42,0.107,0.041,1,1
0.14,0.429,0.001,0,0.42,0.107,0.041,1,0.01,0.13,0.111,1,1
0.42,0.107,0.041,1,0.01,0.13,0.111,1,0.477,0.013,0.111,1,0
0.01,0.13,0.111,1,0.477,0.013,0.111,1,0.001,0.152,0.27,0,1
0.477,0.013,0.111,1,0.001,0.152,0.27,0,0.263,0.217,0.35,1,1
0.001,0.152,0.27,0,0.263,0.217,0.35,1,0.573,0.637,0.101,1,1
0.263,0.217,0.35,1,0.573,0.637,0.101,1,0.143,0.826,0.148,1,0
0.573,0.637,0.101,1,0.143,0.826,0.148,1,0.203,0.291,0.107,0,0
0.143,0.826,0.148,1,0.203,0.291,0.107,0,0.407,0.12,0.022,0,1
0.203,0.291,0.107,0,0.407,0.12,0.022,0,0.417,0.113,0.001,1,1
0.407,0.12,0.022,0,0.417,0.113,0.001,1,0.43,0.223,0.268,1,0
0.417,0.113,0.001,1,0.43,0.223,0.268,1,0.169,0.257,0.021,0,1
0.43,0.223,0.268,1,0.169,0.257,0.021,0,0.416,0.271,0.041,1,0
0.169,0.257,0.021,0,0.416,0.271,0.041,1,0.517,0.109,0.064,0,0
0.416,0.271,0.041,1,0.517,0.109,0.064,0,0.22,0.331,0.133,0,0
0.517,0.109,0.064,0,0.22,0.331,0.133,0,0.4,0.241,0,0,1
0.22,0.331,0.133,0,0.4,0.241,0,0,0.29,0.211,0.01,1,1
0.4,0.241,0,0,0.29,0.211,0.01,1,0.36,0.001,0.3,1,1
0.29,0.211,0.01,1,0.36,0.001,0.3,1,0.099,0.491,0.081,1,0
0.36,0.001,0.3,1,0.099,0.491,0.081,1,0.011,0.259,0.062,0,0
0.099,0.491,0.081,1,0.011,0.259,0.062,0,0.29,0.011,0.139,0,0
0.011,0.259,0.062,0,0.29,0.011,0.139,0,0.371,0.01,0.04,0,1
0.29,0.011,0.139,0,0.371,0.01,0.04,0,0.15,0.031,0.34,1,1
0.371,0.01,0.04,0,0.15,0.031,0.34,1,0.017,0.24,0.391,1,0
0.15,0.031,0.34,1,0.017,0.24,0.391,1,0.437,0.103,0.041,0,1
0.017,0.24,0.391,1,0.437,0.103,0.041,0,0.43,0.27,0.1,1,1
0.437,0.103,0.041,0,0.43,0.27,0.1,1,0.087,0.1,0.26,1,0
0.43,0.27,0.1,1,0.087,0.1,0.26,1,0.179,0.1,0.1,0,0
0.087,0.1,0.26,1,0.179,0.1,0.1,0,0.811,0.002,0.436,0,1
0.179,0.1,0.1,0,0.811,0.002,0.436,0,0.411,0.203,0,1,0
0.811,0.002,0.436,0,0.411,0.203,0,1,0.417,0,0.164,0,1
0.411,0.203,0,1,0.417,0,0.164,0,0.111,0.149,0.312,1,1
0.417,0,0.164,0,0.111,0.149,0.312,1,0.127,0.224,0,1,1
0.111,0.149,0.312,1,0.127,0.224,0,1,0.24,0.251,0.059,1,0
0.127,0.224,0,1,0.24,0.251,0.059,1,0.01,0.171,0.32,0,0
0.24,0.251,0.059,1,0.01,0.171,0.32,0,0.219,0.133,0,0,0
0.01,0.171,0.32,0,0.219,0.133,0,0,0.44,0,0.13,0,1
0.219,0.133,0,0,0.44,0,0.13,0,0.121,0.269,0.3,1,1
0.44,0,0.13,0,0.121,0.269,0.3,1,0.33,0.151,0,1,0
0.121,0.269,0.3,1,0.33,0.151,0,1,0.769,0.438,0.001,0,1
0.33,0.151,0,1,0.769,0.438,0.001,0,0.509,0.01,0.13,1,1
0.769,0.438,0.001,0,0.509,0.01,0.13,1,0.119,0.05,0.244,1,1
0.509,0.01,0.13,1,0.119,0.05,0.244,1,0.3,0.108,0.01,1,1
0.119,0.05,0.244,1,0.3,0.108,0.01,1,0.04,0.071,0.25,1,1
0.3,0.108,0.01,1,0.04,0.071,0.25,1,0.059,0.201,0.184,1,1
0.04,0.071,0.25,1,0.059,0.201,0.184,1,0.149,0.07,0.001,1,0
0.059,0.201,0.184,1,0.149,0.07,0.001,1,0.278,0.113,0.09,0,0
0.149,0.07,0.001,1,0.278,0.113,0.09,0,0.24,0.07,0.642,0,1
0.278,0.113,0.09,0,0.24,0.07,0.642,0,0.01,0.17,0.231,1,0
0.24,0.07,0.642,0,0.01,0.17,0.231,1,0.522,0,0.298,0,0
0.01,0.17,0.231,1,0.522,0,0.298,0,0.217,0.023,0.691,0,1
0.522,0,0.298,0,0.217,0.023,0.691,0,0.32,0.121,0.11,1,0
0.217,0.023,0.691,0,0.32,0.121,0.11,1,0.001,0.1,0.222,0,1
0.32,0.121,0.11,1,0.001,0.1,0.222,0,0.41,0.401,0.013,1,1
0.001,0.1,0.222,0,0.41,0.401,0.013,1,0.291,0.266,0.14,1,0
0.41,0.401,0.013,1,0.291,0.266,0.14,1,0.292,0.01,0.318,0,0
0.291,0.266,0.14,1,0.292,0.01,0.318,0,0.201,0.199,0.1,0,1
0.292,0.01,0.318,0,0.201,0.199,0.1,0,0.317,0.002,0.291,1,0
0.201,0.199,0.1,0,0.317,0.002,0.291,1,0.2,0,0.251,0,0
0.317,0.002,0.291,1,0.2,0,0.251,0,0.287,0,0.231,0,1
0.2,0,0.251,0,0.287,0,0.231,0,0.06,0.361,0.103,1,0
0.287,0,0.231,0,0.06,0.361,0.103,1,0.253,0.029,0.328,0,0
0.06,0.361,0.103,1,0.253,0.029,0.328,0,0.47,0.14,0.008,0,1
0.253,0.029,0.328,0,0.47,0.14,0.008,0,0.286,0.08,0.021,1,1
0.47,0.14,0.008,0,0.286,0.08,0.021,1,0.111,0.149,0.307,1,0
0.286,0.08,0.021,1,0.111,0.149,0.307,1,0.446,0.01,0.003,0,1
0.111,0.149,0.307,1,0.446,0.01,0.003,0,0.09,0.111,0.51,1,0
0.446,0.01,0.003,0,0.09,0.111,0.51,1,1.031,0.209,1.17,0,1
0.09,0.111,0.51,1,1.031,0.209,1.17,0,0.43,0.11,0.243,1,1
1.031,0.209,1.17,0,0.43,0.11,0.243,1,0.117,0.38,0.021,1,1
0.43,0.11,0.243,1,0.117,0.38,0.021,1,0.689,0.21,0,1,0
0.117,0.38,0.021,1,0.689,0.21,0,1,0.597,0.201,0.009,0,1
0.689,0.21,0,1,0.597,0.201,0.009,0,0.3,0.287,0.024,1,1
0.597,0.201,0.009,0,0.3,0.287,0.024,1,0.287,0.101,0.153,1,1
0.3,0.287,0.024,1,0.287,0.101,0.153,1,0.173,0.131,0.099,1,1
0.287,0.101,0.153,1,0.173,0.131,0.099,1,0.27,0.027,0.194,1,0
0.173,0.131,0.099,1,0.27,0.027,0.194,1,0.36,0.13,0.489,0,0
0.27,0.027,0.194,1,0.36,0.13,0.489,0,0.06,0.239,0.153,0,1
0.36,0.13,0.489,0,0.06,0.239,0.153,0,0,0.12,0.361,1,0
0.06,0.239,0.153,0,0,0.12,0.361,1,0.553,0.607,0.201,0,0
0,0.12,0.361,1,0.553,0.607,0.201,0,0.051,0.289,0.147,0,1
0.553,0.607,0.201,0,0.051,0.289,0.147,0,0.299,0.061,0.11,1,1
0.051,0.289,0.147,0,0.299,0.061,0.11,1,0.064,0.036,0.25,1,1
0.299,0.061,0.11,1,0.064,0.036,0.25,1,0.251,0.009,0.013,1,0
0.064,0.036,0.25,1,0.251,0.009,0.013,1,0.14,0.02,0.17,0,1
0.251,0.009,0.013,1,0.14,0.02,0.17,0,0.109,0.137,0.051,1,0
0.14,0.02,0.17,0,0.109,0.137,0.051,1,0.1,0.161,0.053,0,0
0.109,0.137,0.051,1,0.1,0.161,0.053,0,0.222,0.071,0.061,0,1
0.1,0.161,0.053,0,0.222,0.071,0.061,0,0.012,0.18,0.058,1,0
0.222,0.071,0.061,0,0.012,0.18,0.058,1,0.189,0.321,0.011,0,1
0.012,0.18,0.058,1,0.189,0.321,0.011,0,0.14,0.051,0.017,1,1
0.189,0.321,0.011,0,0.14,0.051,0.017,1,0.053,0,0.138,1,1
0.14,0.051,0.017,1,0.053,0,0.138,1,0,0.016,0,1,0
0.053,0,0.138,1,0,0.016,0,1,0.39,0,0.051,0,1
0,0.016,0,1,0.39,0,0.051,0,0.257,0.029,0.041,1,1
0.39,0,0.051,0,0.257,0.029,0.041,1,0.089,0.06,0.051,1,0
0.257,0.029,0.041,1,0.089,0.06,0.051,1,0.122,0.031,0.158,0,1
0.089,0.06,0.051,1,0.122,0.031,0.158,0,0.1,0.03,0.07,1,1
0.122,0.031,0.158,0,0.1,0.03,0.07,1,0.003,0.11,0.017,1,1
0.1,0.03,0.07,1,0.003,0.11,0.017,1,0.237,0.079,0.021,1,1
0.003,0.11,0.017,1,0.237,0.079,0.021,1,0.573,0.02,0.341,1,0
0.237,0.079,0.021,1,0.573,0.02,0.341,1,0.299,0.131,0.121,0,0
0.573,0.02,0.341,1,0.299,0.131,0.121,0,1.113,0.02,0.07,0,0
0.299,0.131,0.121,0,1.113,0.02,0.07,0,0.719,0.16,0.261,0,1
1.113,0.02,0.07,0,0.719,0.16,0.261,0,0.36,0.081,0.37,1,1
0.719,0.16,0.261,0,0.36,0.081,0.37,1,1.13,0,0.001,1,1
0.36,0.081,0.37,1,1.13,0,0.001,1,0.19,0.04,0.61,1,1
1.13,0,0.001,1,0.19,0.04,0.61,1,0.1,0.32,0.134,1,1
0.19,0.04,0.61,1,0.1,0.32,0.134,1,0.287,0.051,0,1,1
0.1,0.32,0.134,1,0.287,0.051,0,1,0.572,0.058,0.128,1,0
0.287,0.051,0,1,0.572,0.058,0.128,1,0.191,0.027,0.343,0,0
0.572,0.058,0.128,1,0.191,0.027,0.343,0,0.051,0.232,0.077,0,0
0.191,0.027,0.343,0,0.051,0.232,0.077,0,0.17,0.031,0.17,0,0
0.051,0.232,0.077,0,0.17,0.031,0.17,0,0.052,0.208,0.048,0,0
0.17,0.031,0.17,0,0.052,0.208,0.048,0,0.203,0.096,0.018,0,0
0.052,0.208,0.048,0,0.203,0.096,0.018,0,0.217,0.089,0.001,0,0
0.203,0.096,0.018,0,0.217,0.089,0.001,0,0.6,0.008,0.099,0,1
0.217,0.089,0.001,0,0.6,0.008,0.099,0,0.1,0.139,0.061,1,1
0.6,0.008,0.099,0,0.1,0.139,0.061,1,0.26,0.074,0.227,1,1
0.1,0.139,0.061,1,0.26,0.074,0.227,1,0.05,0.13,0.073,1,1
0.26,0.074,0.227,1,0.05,0.13,0.073,1,0.106,0.134,0.111,1,1
0.05,0.13,0.073,1,0.106,0.134,0.111,1,0.121,0.08,0.08,1,0
0.106,0.134,0.111,1,0.121,0.08,0.08,1,0.342,0.001,0.018,0,1
0.121,0.08,0.08,1,0.342,0.001,0.018,0,0.04,0.32,0.071,1,0
0.342,0.001,0.018,0,0.04,0.32,0.071,1,0.629,0.1,0.001,0,1
0.04,0.32,0.071,1,0.629,0.1,0.001,0,0.079,0.09,0.231,1,0
0.629,0.1,0.001,0,0.079,0.09,0.231,1,0.151,0.12,0.12,0,0
0.079,0.09,0.231,1,0.151,0.12,0.12,0,0.499,0.001,0.37,0,0
0.151,0.12,0.12,0,0.499,0.001,0.37,0,0.631,0.05,0.68,0,0
0.499,0.001,0.37,0,0.631,0.05,0.68,0,0.789,0.14,0.284,0,1
0.631,0.05,0.68,0,0.789,0.14,0.284,0,0.191,0.279,0.192,1,1
0.789,0.14,0.284,0,0.191,0.279,0.192,1,0.379,0.02,0.23,1,0
0.191,0.279,0.192,1,0.379,0.02,0.23,1,0.001,0.32,0.033,0,1
0.379,0.02,0.23,1,0.001,0.32,0.033,0,0.26,0.151,0.243,1,0
0.001,0.32,0.033,0,0.26,0.151,0.243,1,0.351,0,0.319,0,1
0.26,0.151,0.243,1,0.351,0,0.319,0,0.479,0.051,0.111,1,1
0.351,0,0.319,0,0.479,0.051,0.111,1,0.377,0.083,0.203,1,1
0.479,0.051,0.111,1,0.377,0.083,0.203,1,0.153,0.35,0.228,1,1
0.377,0.083,0.203,1,0.153,0.35,0.228,1,0.66,0.151,0.02,1,0
0.153,0.35,0.228,1,0.66,0.151,0.02,1,0.7,0.081,0.019,0,1
0.66,0.151,0.02,1,0.7,0.081,0.019,0,0.229,0.161,0.14,1,1
0.7,0.081,0.019,0,0.229,0.161,0.14,1,0.2,0,0.19,1,1
0.229,0.161,0.14,1,0.2,0,0.19,1,0.52,0.101,0.04,1,1
0.2,0,0.19,1,0.52,0.101,0.04,1,0.167,0.243,0.031,1,0
0.52,0.101,0.04,1,0.167,0.243,0.031,1,0.13,0.05,0.1,0,1
0.167,0.243,0.031,1,0.13,0.05,0.1,0,0.512,0.35,0.018,1,1
0.13,0.05,0.1,0,0.512,0.35,0.018,1,0.25,0.001,0.29,1,0
0.512,0.35,0.018,1,0.25,0.001,0.29,1,0.33,0.299,0.091,0,0
0.25,0.001,0.29,1,0.33,0.299,0.091,0,0.04,0.081,0.313,0,0
0.33,0.299,0.091,0,0.04,0.081,0.313,0,0.321,0,0.16,0,0
0.04,0.081,0.313,0,0.321,0,0.16,0,0.043,0.217,0.037,0,0
0.321,0,0.16,0,0.043,0.217,0.037,0,0.077,0.054,0.02,0,0
0.043,0.217,0.037,0,0.077,0.054,0.02,0,0.11,0.107,0.241,0,1
0.077,0.054,0.02,0,0.11,0.107,0.241,0,0.188,0.223,0.159,1,1
0.11,0.107,0.241,0,0.188,0.223,0.159,1,0.193,0.017,0.098,1,1
0.188,0.223,0.159,1,0.193,0.017,0.098,1,0.13,0.071,0.08,1,0
0.193,0.017,0.098,1,0.13,0.071,0.08,1,0.067,0.111,0.133,0,0
0.13,0.071,0.08,1,0.067,0.111,0.133,0,0.35,0.056,0.111,0,0
0.067,0.111,0.133,0,0.35,0.056,0.111,0,0.199,0.028,0.211,0,0
0.35,0.056,0.111,0,0.199,0.028,0.211,0,0.199,0.021,0.28,0,1
0.199,0.028,0.211,0,0.199,0.021,0.28,0,0.29,0.011,0.01,1,0
0.199,0.021,0.28,0,0.29,0.011,0.01,1,0.2,0.049,0.291,0,1
0.29,0.011,0.01,1,0.2,0.049,0.291,0,0.13,0.001,0.1,1,1
0.2,0.049,0.291,0,0.13,0.001,0.1,1,0.099,0.181,0.191,1,1
0.13,0.001,0.1,1,0.099,0.181,0.191,1,0.26,0,0.121,1,1
0.099,0.181,0.191,1,0.26,0,0.121,1,0.03,0.207,0,1,1
0.26,0,0.121,1,0.03,0.207,0,1,0.11,0.07,0.211,1,1
0.03,0.207,0,1,0.11,0.07,0.211,1,0.076,0.124,0.064,1,0
0.11,0.07,0.211,1,0.076,0.124,0.064,1,0.12,0.019,0.041,0,1
0.076,0.124,0.064,1,0.12,0.019,0.041,0,0.013,0.031,0.109,1,1
0.12,0.019,0.041,0,0.013,0.031,0.109,1,0.19,0.06,0.201,1,1
0.013,0.031,0.109,1,0.19,0.06,0.201,1,0.033,0.15,0.06,1,0
0.19,0.06,0.201,1,0.033,0.15,0.06,1,0.11,0.011,0.073,0,1
0.033,0.15,0.06,1,0.11,0.011,0.073,0,0.03,0.01,0.294,1,0
0.11,0.011,0.073,0,0.03,0.01,0.294,1,0.089,0.191,0.091,0,1
0.03,0.01,0.294,1,0.089,0.191,0.091,0,0.19,0.03,0.1,1,0
0.089,0.191,0.091,0,0.19,0.03,0.1,1,0.12,0.007,0.09,0,0
0.19,0.03,0.1,1,0.12,0.007,0.09,0,0.379,0.04,0.013,0,1
0.12,0.007,0.09,0,0.379,0.04,0.013,0,0.57,0.058,0.72,1,0
0.379,0.04,0.013,0,0.57,0.058,0.72,1,0.154,0.01,0.087,0,1
0.57,0.058,0.72,1,0.154,0.01,0.087,0,0.05,0.09,0.071,1,1
0.154,0.01,0.087,0,0.05,0.09,0.071,1,0.19,0.121,0.11,1,0
0.05,0.09,0.071,1,0.19,0.121,0.11,1,0.621,0.009,0.02,0,0
0.19,0.121,0.11,1,0.621,0.009,0.02,0,0.189,0.101,0.143,0,0
0.621,0.009,0.02,0,0.189,0.101,0.143,0,0.37,0.051,0.21,0,1
0.189,0.101,0.143,0,0.37,0.051,0.21,0,0.37,0.08,0.01,1,1
0.37,0.051,0.21,0,0.37,0.08,0.01,1,0.411,0.34,0.1,1,0
0.37,0.08,0.01,1,0.411,0.34,0.1,1,0.559,0.001,0.011,0,0
0.411,0.34,0.1,1,0.559,0.001,0.011,0,0.171,0.07,0.12,0,1
0.559,0.001,0.011,0,0.171,0.07,0.12,0,0.009,0.381,0.041,1,1
0.171,0.07,0.12,0,0.009,0.381,0.041,1,0.02,0.21,0.101,1,1
0.009,0.381,0.041,1,0.02,0.21,0.101,1,0.001,0.13,0.19,1,1
0.02,0.21,0.101,1,0.001,0.13,0.19,1,0.209,0.081,0.02,1,1
0.001,0.13,0.19,1,0.209,0.081,0.02,1,0.57,0.187,0.02,1,1
0.209,0.081,0.02,1,0.57,0.187,0.02,1,0.14,0.25,0.213,1,0
0.57,0.187,0.02,1,0.14,0.25,0.213,1,0.267,0.142,0.061,0,0
0.14,0.25,0.213,1,0.267,0.142,0.061,0,0.08,0.14,0.062,0,0
0.267,0.142,0.061,0,0.08,0.14,0.062,0,0.514,0.03,0.187,0,0
0.08,0.14,0.062,0,0.514,0.03,0.187,0,0.237,0.13,0.07,0,0
0.514,0.03,0.187,0,0.237,0.13,0.07,0,0.117,0,0.303,0,0
0.237,0.13,0.07,0,0.117,0,0.303,0,1.23,0.067,0.1,0,0
0.117,0,0.303,0,1.23,0.067,0.1,0,0.057,0.34,0.911,0,1
1.23,0.067,0.1,0,0.057,0.34,0.911,0,0.161,0.16,0.21,1,1
0.057,0.34,0.911,0,0.161,0.16,0.21,1,0.417,0.114,0.11,1,0
0.161,0.16,0.21,1,0.417,0.114,0.11,1,0.586,0.063,0.021,0,0
0.417,0.114,0.11,1,0.586,0.063,0.021,0,0.24,0.219,0.354,0,1
0.586,0.063,0.021,0,0.24,0.219,0.354,0,0.219,0.201,0.154,1,0
0.24,0.219,0.354,0,0.219,0.201,0.154,1,0.21,0.05,0.219,0,1
0.219,0.201,0.154,1,0.21,0.05,0.219,0,0.518,0,0.009,1,1
0.21,0.05,0.219,0,0.518,0,0.009,1,0.013,0.186,0.208,1,1
0.518,0,0.009,1,0.013,0.186,0.208,1,0.09,0.001,0.439,1,0
0.013,0.186,0.208,1,0.09,0.001,0.439,1,0.183,0.099,0.318,0,1
0.09,0.001,0.439,1,0.183,0.099,0.318,0,0.601,0.23,0,1,0
0.183,0.099,0.318,0,0.601,0.23,0,1,0.509,0.011,0.081,0,0
0.601,0.23,0,1,0.509,0.011,0.081,0,0.42,0,0.107,0,1
0.509,0.011,0.081,0,0.42,0,0.107,0,0.124,0.156,0.077,1,1
0.42,0,0.107,0,0.124,0.156,0.077,1,0.45,0,0.101,1,0
0.124,0.156,0.077,1,0.45,0,0.101,1,0.538,0.009,0.173,0,0
0.45,0,0.101,1,0.538,0.009,0.173,0,0.233,0.027,0.298,0,0
0.538,0.009,0.173,0,0.233,0.027,0.298,0,0.661,0.029,0.13,0,0
0.233,0.027,0.298,0,0.661,0.029,0.13,0,0.83,0.298,0.743,0,1
0.661,0.029,0.13,0,0.83,0.298,0.743,0,0.159,0.11,0.45,1,1
0.83,0.298,0.743,0,0.159,0.11,0.45,1,0.106,0.25,0.201,1,0
0.159,0.11,0.45,1,0.106,0.25,0.201,1,0.382,0.311,0.138,0,0
0.106,0.25,0.201,1,0.382,0.311,0.138,0,0.081,0.1,0.602,0,1
0.382,0.311,0.138,0,0.081,0.1,0.602,0,0.379,0.131,0.091,1,0
0.081,0.1,0.602,0,0.379,0.131,0.091,1,4.171,0.04,0.222,0,1
0.379,0.131,0.091,1,4.171,0.04,0.222,0,1.229,0.441,0.334,1,0
4.171,0.04,0.222,0,1.229,0.441,0.334,1,0.163,0.447,0.117,0,1
1.229,0.441,0.334,1,0.163,0.447,0.117,0,0.383,0.021,0.236,1,0
0.163,0.447,0.117,0,0.383,0.021,0.236,1,0.11,0.659,0.241,0,1
0.383,0.021,0.236,1,0.11,0.659,0.241,0,0.77,0.068,0.183,1,0
0.11,0.659,0.241,0,0.77,0.068,0.183,1,0.031,0,0.399,0,0
0.77,0.068,0.183,1,0.031,0,0.399,0,0.693,0.07,0.038,0,0
0.031,0,0.399,0,0.693,0.07,0.038,0,0.149,0.16,0.104,0,0
0.693,0.07,0.038,0,0.149,0.16,0.104,0,0.359,0.244,0.017,0,0
0.149,0.16,0.104,0,0.359,0.244,0.017,0,0.507,0.001,0.21,0,0
0.359,0.244,0.017,0,0.507,0.001,0.21,0,0.02,0.319,0.193,0,0
0.507,0.001,0.21,0,0.02,0.319,0.193,0,0.13,0.05,0.249,0,1
0.02,0.319,0.193,0,0.13,0.05,0.249,0,0.781,0.057,0.23,1,0
0.13,0.05,0.249,0,0.781,0.057,0.23,1,0.07,0.218,0.02,0,1
0.781,0.057,0.23,1,0.07,0.218,0.02,0,0.517,0.143,0.163,1,0
0.07,0.218,0.02,0,0.517,0.143,0.163,1,1.967,0.022,0.34,0,0
0.517,0.143,0.163,1,1.967,0.022,0.34,0,0.63,0.858,0.15,0,1
1.967,0.022,0.34,0,0.63,0.858,0.15,0,0.709,0.241,0,1,1
0.63,0.858,0.15,0,0.709,0.241,0,1,0.04,0.061,0.42,1,1
0.709,0.241,0,1,0.04,0.061,0.42,1,0.341,0.041,0.15,1,1
0.04,0.061,0.42,1,0.341,0.041,0.15,1,0.3,0.12,0,1,0
0.341,0.041,0.15,1,0.3,0.12,0,1,0.407,0.374,0.06,0,1
0.3,0.12,0,1,0.407,0.374,0.06,0,0.037,0.103,0.21,1,1
0.407,0.374,0.06,0,0.037,0.103,0.21,1,0.74,0,0.166,1,1
0.037,0.103,0.21,1,0.74,0,0.166,1,0.181,0.209,0.199,1,0
0.74,0,0.166,1,0.181,0.209,0.199,1,0.286,0.3,0.113,0,1
0.181,0.209,0.199,1,0.286,0.3,0.113,0,0.953,0.031,0.026,1,0
0.286,0.3,0.113,0,0.953,0.031,0.026,1,0.293,0.216,0,0,1
0.953,0.031,0.026,1,0.293,0.216,0,0,0.609,0.274,0,1,1
0.293,0.216,0,0,0.609,0.274,0,1,0.064,0.509,0.049,1,0
0.609,0.274,0,1,0.064,0.509,0.049,1,0.438,0.073,0.042,0,1
0.064,0.509,0.049,1,0.438,0.073,0.042,0,0.317,0.01,0.053,1,1
0.438,0.073,0.042,0,0.317,0.01,0.053,1,0.523,0.101,0.1,1,1
0.317,0.01,0.053,1,0.523,0.101,0.1,1,0.901,0.336,0,1,0
0.523,0.101,0.1,1,0.901,0.336,0,1,0.12,0.101,0.18,0,0
0.901,0.336,0,1,0.12,0.101,0.18,0,0.094,0.13,0.086,0,0
0.12,0.101,0.18,0,0.094,0.13,0.086,0,0.36,0.02,0.1,0,1
0.094,0.13,0.086,0,0.36,0.02,0.1,0,0.68,0.621,0.02,1,1
0.36,0.02,0.1,0,0.68,0.621,0.02,1,0.233,0.191,0.097,1,0
0.68,0.621,0.02,1,0.233,0.191,0.097,1,0.422,0.078,0.158,0,1
0.233,0.191,0.097,1,0.422,0.078,0.158,0,0.139,0.39,0.09,1,1
0.422,0.078,0.158,0,0.139,0.39,0.09,1,0.176,0.27,0.063,1,0
0.139,0.39,0.09,1,0.176,0.27,0.063,1,0.43,0.119,0.01,0,0
0.176,0.27,0.063,1,0.43,0.119,0.01,0,0.45,0.023,0.008,0,0
0.43,0.119,0.01,0,0.45,0.023,0.008,0,0.077,0.264,0.2,0,0
0.45,0.023,0.008,0,0.077,0.264,0.2,0,0.001,0.14,0.29,0,1
0.077,0.264,0.2,0,0.001,0.14,0.29,0,0.007,0.393,0.214,1,0
0.001,0.14,0.29,0,0.007,0.393,0.214,1,1.213,0.049,0.347,0,0
0.007,0.393,0.214,1,1.213,0.049,0.347,0,0.601,0.109,0.053,0,1
1.213,0.049,0.347,0,0.601,0.109,0.053,0,0.059,0.381,0.044,1,1
0.601,0.109,0.053,0,0.059,0.381,0.044,1,0.86,0.011,0,1,0
0.059,0.381,0.044,1,0.86,0.011,0,1,0.174,0.12,0.216,0,0
0.86,0.011,0,1,0.174,0.12,0.216,0,0.491,0.01,0.21,0,1
0.174,0.12,0.216,0,0.491,0.01,0.21,0,0.367,0.113,0.47,1,0
0.491,0.01,0.21,0,0.367,0.113,0.47,1,1.247,0.184,0.389,0,1
0.367,0.113,0.47,1,1.247,0.184,0.389,0,0.314,0.2,0.289,1,0
1.247,0.184,0.389,0,0.314,0.2,0.289,1,0.68,0.01,0.33,0,1
0.314,0.2,0.289,1,0.68,0.01,0.33,0,0.71,0.19,0.213,1,1
0.68,0.01,0.33,0,0.71,0.19,0.213,1,0.398,0.343,0.323,1,1
0.71,0.19,0.213,1,0.398,0.343,0.323,1,0.62,0.141,0,1,1
0.398,0.343,0.323,1,0.62,0.141,0,1,0.317,0.054,0.003,1,0
0.62,0.141,0,1,0.317,0.054,0.003,1,0.728,0.233,0.069,0,0
0.317,0.054,0.003,1,0.728,0.233,0.069,0,0.011,0.599,0.1,0,1
0.728,0.233,0.069,0,0.011,0.599,0.1,0,0.337,0,0.162,1,0
0.011,0.599,0.1,0,0.337,0,0.162,1,0.449,0.231,0.061,0,0
0.337,0,0.162,1,0.449,0.231,0.061,0,1.128,0,0.729,0,1
0.449,0.231,0.061,0,1.128,0,0.729,0,0.516,0.171,0.221,1,0
1.128,0,0.729,0,0.516,0.171,0.221,1,0.53,0.099,0,0,1
0.516,0.171,0.221,1,0.53,0.099,0,0,1.127,0.514,0,1,1
0.53,0.099,0,0,1.127,0.514,0,1,0.991,0.01,0.02,1,0
1.127,0.514,0,1,0.991,0.01,0.02,1,0.36,0.099,0.448,0,0
0.991,0.01,0.02,1,0.36,0.099,0.448,0,0.238,0.15,0.292,0,1
0.36,0.099,0.448,0,0.238,0.15,0.292,0,0.14,0.84,0.097,1,0
